student_id,course_id
130594,206491
130594,201405
130594,206491
130594,201448
130594,201405
130594,201448
130594,201448
130653,179124
130653,179124
130653,179124
130653,179132
130653,179132
130653,179132
130653,179124
130653,179132
130653,179132
130653,179124
130653,179132
130653,179124
131094,186350
131094,181650
131094,181650
131094,132233
131094,132233
131094,186350
131094,186759
131094,186759
131202,113026
131202,112984
131202,123293
131202,122050
131202,115070
131202,115070
131202,122050
131202,113026
132190,188476
132190,184314
132190,184888
132190,188476
132190,184331
132190,184098
132190,184331
132190,184888
132190,184098
132190,184314
132190,184888
135242,122408
135242,115045
135242,113417
135242,113051
135242,115045
135242,113417
135242,168823
135242,113051
135242,113051
135242,168823
135266,184896
135266,184896
135266,184071
135266,184110
135266,188255
135266,188280
135266,184110
135266,188280
135266,184071
135266,188255
135606,186279
135606,132144
135606,132144
135606,181129
135606,147389
135606,147389
135606,181129
135606,186279
135606,181013
135606,181013
136078,200794
136078,202380
136078,182770
136078,182770
136078,202380
136078,200794
136078,139033
136078,139033
136469,100544
136469,100544
136469,100544
136469,139220
136469,100544
136469,100544
136469,139220
136469,100544
137149,184063
137149,184331
137149,188239
137149,188352
137149,188239
137149,184331
137149,184250
137149,184250
137149,184063
137149,188352
137608,184926
137608,184268
137608,188433
137608,188255
137608,188336
137608,188310
137608,188433
137608,184926
137608,188255
137608,188310
137608,188336
137608,184268
142318,184721
142318,188433
142318,188433
142318,184365
142318,184721
142318,188328
142318,184179
142318,184179
142318,188328
142318,188352
142318,188352
142318,184365
142541,103373
142541,103373
142541,175188
142541,175188
142541,175200
142541,175200
142541,175293
142541,175293
142541,179655
142541,179655
143114,186279
143114,132012
143114,147389
143114,184021
143114,186279
143114,184021
143114,147389
143114,181129
143114,132012
143114,181129
143434,102512
143434,102512
143434,102512
143434,102512
143434,102512
143434,208175
143434,102512
143434,102512
143434,208175
143434,208175
143821,187208
143821,186244
143821,187208
143821,181757
143821,181684
143821,181684
143821,186244
143821,181757
144180,184900
144180,188328
144180,184888
144180,184888
144180,184446
144180,184110
144180,184446
144180,184888
144180,184110
144180,184900
144180,188328
144277,125156
144277,139149
144277,139149
144277,139408
144277,125156
144277,139092
144277,139408
144277,139092
144356,188433
144356,188344
144356,184187
144356,184365
144356,184934
144356,184187
144356,184365
144356,184934
144356,188433
144356,188344
144381,202339
144381,202363
144381,186066
144381,202363
144381,181145
144381,186066
144381,186805
144381,181145
144381,186805
144976,179116
144976,179116
144976,179116
144976,179116
144976,179108
144976,179108
144976,179108
144976,179116
144976,179108
144976,179108
144976,179108
144976,179116
144985,186384
144985,186180
144985,186180
144985,181145
144985,186040
144985,186384
144985,181145
144985,186040
145254,184136
145254,184446
145254,184136
145254,184209
145254,188476
145254,184128
145254,184446
145254,184128
145254,184209
145254,188476
145385,188239
145385,188255
145385,188395
145385,188310
145385,188441
145385,188441
145385,188395
145385,188255
145385,188310
145385,188328
145385,188328
145385,188379
145385,188239
145385,188379
145512,113069
145512,113069
145512,113522
145512,150649
145512,113115
145512,113522
145512,113115
145512,113522
145512,113069
145512,150649
146885,135011
146885,184039
146885,184039
146885,134465
146885,185035
146885,185035
146885,132012
146885,134465
146885,132012
146885,135011
148305,175510
148305,178837
148305,175579
148305,208086
148305,175579
148305,178837
148305,208086
148305,175510
148354,113093
148354,113093
148354,199176
148354,105881
148354,198013
148354,199176
148354,199176
148354,105881
148578,184446
148578,188247
148578,184241
148578,184250
148578,184250
148578,188328
148578,188247
148578,184179
148578,184241
148578,184179
148578,188328
148578,184446
148645,123838
148645,169692
148645,169692
148645,169692
148645,121398
148645,121398
148645,121398
148645,123838
148645,169692
148645,123153
148645,123153
148696,181196
148696,181196
148696,186201
148696,202380
148696,202380
148696,202134
148696,202363
148696,202134
148696,202363
148743,184071
148743,188352
148743,188352
148743,184071
148743,188255
148743,188247
148743,184331
148743,188255
148743,184331
148743,188247
148995,184250
148995,184250
148995,184365
148995,184322
148995,184322
148995,184721
148995,188352
148995,184365
148995,184721
148995,188352
149327,170054
149327,184080
149327,181757
149327,184080
149327,181862
149327,181862
149327,186759
149327,186759
149327,181757
150039,186198
150039,186198
150039,181064
150039,181307
150039,186805
150039,181064
150039,181307
150039,186384
150039,186384
150039,186805
150099,181641
150099,186244
150099,186244
150099,181242
150099,181641
150099,186295
150099,186295
150099,181242
150112,186457
150112,181013
150112,146188
150112,146188
150112,146188
150112,186457
150112,134601
150112,134601
150359,188239
150359,184322
150359,184241
150359,188239
150359,184322
150359,184241
150359,184250
150359,184250
150509,188379
150509,188441
150509,188310
150509,188379
150509,184934
150509,184934
150509,188239
150509,188310
150509,188361
150509,188441
150509,188328
150509,188361
150509,188387
150509,188387
150509,188328
150509,188239
150571,137553
150571,184799
150571,137553
150571,188298
150571,184799
150571,184896
150571,184896
150571,188298
150571,184314
150571,184314
151314,184063
151314,188387
151314,188441
151314,188433
151314,188387
151314,188433
151314,188441
151314,184063
151314,188239
151314,188239
151314,188310
151314,188310
151401,184179
151401,184926
151401,188425
151401,184721
151401,184934
151401,188361
151401,184179
151401,188361
151401,184721
151401,184926
151401,184934
151401,188425
151844,120669
151844,120669
151844,193674
151844,195341
151844,195341
151844,193623
151844,193674
151844,193623
152137,115355
152137,150649
152137,115355
152137,115355
152137,115355
152137,115355
152137,115355
152137,115355
152137,115355
152137,115355
152195,114383
152195,114383
152195,132012
152195,114383
152195,132012
152195,114383
152195,111856
152195,114383
152195,111856
152195,114383
152299,185035
152299,185035
152299,145939
152299,145939
152299,142328
152299,145874
152299,142328
152299,145874
152299,145939
152436,181684
152436,181846
152436,181650
152436,181650
152436,186716
152436,181846
152436,186350
152436,186350
152436,181684
152436,186716
152453,193691
152453,193691
152453,120952
152453,120952
152453,120952
152453,195413
152453,193691
152453,201359
152453,201359
152453,195413
153244,128686
153244,186201
153244,186457
153244,186457
153244,186791
153244,128686
153244,186201
153244,186791
153568,141127
153568,140201
153568,141127
153568,140201
153568,145939
153568,141089
153568,145939
153568,145939
154666,115363
154666,115363
154666,115363
154666,115363
154666,115363
154666,115363
154666,115363
154666,115363
154666,115363
154741,185035
154741,185035
154741,137553
154741,132012
154741,184039
154741,132012
154741,137553
154741,184039
154925,113051
154925,113051
154925,115045
154925,113051
154925,118044
154925,113913
154925,115045
154925,118044
154925,113913
155046,146480
155046,182834
155046,146480
155046,182401
155046,182834
155046,182834
155046,182834
155046,182401
155148,184896
155148,188476
155148,184071
155148,184896
155148,188298
155148,188476
155148,188247
155148,188247
155148,184071
155148,188298
155190,113069
155190,113123
155190,113123
155190,113417
155190,113824
155190,113824
155190,113069
155190,113069
155190,113417
155190,113123
155190,113824
155521,179132
155521,179124
155521,179124
155521,179132
155521,179124
155521,179124
155521,179132
155521,179132
155521,179132
155521,179132
155521,179124
155521,179124
155587,184934
155587,188379
155587,184934
155587,188239
155587,188379
155587,188239
155587,188387
155587,188387
155587,188425
155587,188425
155587,188361
155587,188361
156349,139173
156349,139173
156349,139408
156349,139122
156349,139408
156349,139122
156349,139149
156349,139149
157560,115070
157560,113026
157560,115070
157560,181013
157560,181013
157560,182681
157560,182681
157560,113026
157825,115011
157825,115011
157825,181129
157825,184080
157825,184080
157825,181129
157825,186279
157825,115011
157825,186279
157985,139220
157985,139122
157985,139122
157985,139220
157985,139343
157985,139149
157985,139149
157985,139343
157998,199371
157998,118001
157998,134465
157998,199371
157998,118001
157998,134465
157998,168823
157998,168823
158667,188344
158667,188361
158667,188344
158667,184161
158667,184268
158667,184268
158667,184934
158667,188361
158667,184365
158667,184365
158667,184934
158667,184161
159122,184926
159122,188361
159122,184179
159122,184926
159122,184179
159122,188361
159122,184934
159122,184934
163149,184276
163149,184926
163149,188433
163149,184179
163149,184276
163149,188239
163149,184179
163149,188239
163149,188433
163149,184926
163149,188352
163149,188352
163207,184187
163207,184268
163207,184934
163207,184268
163207,184179
163207,184179
163207,184934
163207,188387
163207,184187
163207,188387
163248,181013
163248,185850
163248,132039
163248,185850
163248,132039
163248,139203
163248,181013
163248,139203
163268,100544
163268,101419
163268,100544
163268,101419
163268,101419
163268,100544
163268,100544
163268,100544
163268,100544
163335,100544
163335,139149
163335,139149
163335,100544
163335,100544
163335,100544
163335,139173
163335,139173
163335,205311
163335,205311
163335,100544
163335,205311
163335,205311
163335,100544
163422,184179
163422,188247
163422,184179
163422,184934
163422,188379
163422,188425
163422,184934
163422,184071
163422,184071
163422,188379
163422,188247
163422,188425
163604,184209
163604,184233
163604,188395
163604,184144
163604,184462
163604,188247
163604,184144
163604,184209
163604,184462
163604,188247
163604,184233
163604,188395
163935,101419
163935,205311
163935,191060
163935,101419
163935,145971
163935,205311
163935,101419
163935,205311
163935,205311
164067,188476
164067,184101
164067,184314
164067,188280
164067,184314
164067,184888
164067,184098
164067,184101
164067,184888
164067,184888
164067,188280
164067,184098
164067,188476
164811,184322
164811,184241
164811,184322
164811,184241
164811,184217
164811,184217
164811,188425
164811,188425
164948,102512
164948,102415
164948,102512
164948,102512
164948,102415
164948,102512
164948,102512
164948,102512
164948,102512
164948,102415
165456,184799
165456,134465
165456,134465
165456,137553
165456,184799
165456,184039
165456,184039
165456,137553
165638,184462
165638,184144
165638,184357
165638,184357
165638,184462
165638,184161
165638,184233
165638,184144
165638,184233
165638,184128
165638,184161
165638,184128
166182,113476
166182,198005
166182,198005
166182,199176
166182,113476
166182,199176
166182,113476
166182,198013
166182,199176
166255,188387
166255,184152
166255,184187
166255,184926
166255,184152
166255,184179
166255,188387
166255,184179
166255,184268
166255,184187
166255,184268
166255,184926
166323,111830
166323,184802
166323,113417
166323,134465
166323,110302
166323,111830
166323,113051
166323,113417
166323,113051
166323,134465
166323,184802
166323,113051
166323,110302
166727,113051
166727,119865
166727,119865
166727,195413
166727,113051
166727,113051
166727,118001
166727,118001
166727,195413
166809,102512
166809,102415
166809,102512
166809,102512
166809,102512
166809,102512
166809,102415
166809,102415
166809,102512
166809,102512
167858,188247
167858,184071
167858,188476
167858,188247
167858,188476
167858,184071
167858,188280
167858,188280
167999,184110
167999,184462
167999,184357
167999,184462
167999,184110
167999,184233
167999,184357
167999,184233
168583,115011
168583,125083
168583,124541
168583,124541
168583,182010
168583,115011
168583,124036
168583,125083
168583,115011
168583,124036
168583,182010
168681,180432
168681,180491
168681,180521
168681,180793
168681,180491
168681,180793
168681,180521
168681,171000
168681,171000
169225,124966
169225,124966
169225,141062
169225,141062
169225,145921
169225,141089
169225,145921
169225,191027
169225,124966
169225,145921
169307,184241
169307,184331
169307,184209
169307,184462
169307,184462
169307,188476
169307,184187
169307,184241
169307,184152
169307,184209
169307,188476
169307,184187
169307,184152
169307,184331
170782,184136
170782,184233
170782,184462
170782,184136
170782,184209
170782,184462
170782,184209
170782,184233
171193,184250
171193,188239
171193,188336
171193,188344
171193,188239
171193,188379
171193,188379
171193,188247
171193,188344
171193,184250
171193,188328
171193,188328
171193,188247
171193,188336
171262,113093
171262,112941
171262,112941
171262,113093
171262,175013
171262,112941
171262,175013
171262,112941
171262,112941
171262,112941
171474,184039
171474,134465
171474,184039
171474,135011
171474,185035
171474,185035
171474,132012
171474,132012
171474,134465
171474,135011
171667,181102
171667,181145
171667,181145
171667,184080
171667,184080
171667,186805
171667,186805
171667,181102
172077,124036
172077,184071
172077,188247
172077,188328
172077,184071
172077,184110
172077,184110
172077,188395
172077,124036
172077,188247
172077,188328
172077,188395
172106,184179
172106,188433
172106,188441
172106,184179
172106,188239
172106,188239
172106,188328
172106,188328
172106,188441
172106,188433
172106,188310
172106,188310
172246,181196
172246,181307
172246,186457
172246,186201
172246,186457
172246,181081
172246,181307
172246,186201
172246,181081
172246,181188
172246,181188
172246,181196
172401,128660
172401,202240
172401,128660
172401,181242
172401,202339
172401,202363
172401,181188
172401,202363
172401,181242
172401,181188
172401,186805
172401,186805
172401,202339
172596,102512
172596,102415
172596,102512
172596,102415
172596,102512
172596,102512
172596,102415
172596,102512
172596,102512
172596,102512
173100,184098
173100,184136
173100,184888
173100,184888
173100,188247
173100,188280
173100,184098
173100,184136
173100,184446
173100,188280
173100,184110
173100,184110
173100,188247
173100,184446
173100,184888
173434,184144
173434,184128
173434,184144
173434,184209
173434,184357
173434,184357
173434,184241
173434,184241
173434,184128
173434,184209
173448,188395
173448,188344
173448,188387
173448,188344
173448,188441
173448,184896
173448,184896
173448,188387
173448,188441
173448,188239
173448,188395
173448,188239
173695,185001
173695,124010
173695,186457
173695,124010
173695,137553
173695,137553
173695,185001
173695,186457
173904,132012
173904,181129
173904,182681
173904,181129
173904,182681
173904,132012
173904,134465
173904,134465
173948,140481
173948,153044
173948,153699
173948,153516
173948,140481
173948,153044
173948,153516
173948,153699
173948,153699
174925,176273
174925,176281
174925,176265
174925,176273
174925,176273
174925,176281
174925,176281
174925,176281
174925,176281
174925,176273
174925,176265
174925,176273
174925,176281
174925,176265
174925,176265
174925,176273
174925,176265
174925,176265
174925,176281
175505,171000
175505,179825
175505,171000
175505,170992
175505,170984
175505,180424
175505,180424
175505,179825
175649,208175
175649,193623
175649,101141
175649,193623
175649,208175
175649,101141
175649,195413
175649,195413
175649,208175
176029,181188
176029,132993
176029,186040
176029,186040
176029,181102
176029,181188
176029,132993
176029,181102
176475,113107
176475,105881
176475,113069
176475,113069
176475,113107
176475,113115
176475,113115
176475,105881
176475,113069
176493,184926
176493,184144
176493,184331
176493,184462
176493,184462
176493,184161
176493,184161
176493,184331
176493,184926
176493,184144
176493,188352
176493,188352
176558,139092
176558,139173
176558,139092
176558,139408
176558,139173
176558,139149
176558,139408
176558,139122
176558,139149
176558,139122
176687,184021
176687,184021
176687,181145
176687,202291
176687,186198
176687,186198
176687,202339
176687,202363
176687,202363
176917,181102
176917,181145
176917,186287
176917,186287
176917,181145
176917,184080
176917,184080
176917,181102
177025,113476
177025,195332
177025,199176
177025,199176
177025,198005
177025,195332
177025,113476
177025,137553
177025,113476
177025,118010
177025,137553
177025,198005
177025,199176
179775,103837
179775,103837
179775,103837
179775,103837
179775,114464
179775,114464
179775,103837
179775,103837
180047,206504
180047,202681
180047,206512
180047,202681
180047,202681
180047,206512
180047,206482
180047,206512
180047,206482
180047,206504
180047,206482
180047,206504
180199,205311
180199,100544
180199,101419
180199,205311
180199,101419
180199,205311
180199,100544
180199,101419
180199,205311
180199,100544
180982,184144
180982,188352
180982,184144
180982,184721
180982,184331
180982,184365
180982,184462
180982,184721
180982,184331
180982,184462
180982,184365
180982,188255
180982,188255
180982,188352
181205,132012
181205,184039
181205,134465
181205,185035
181205,132012
181205,135011
181205,134465
181205,135011
181205,184039
181205,185035
181474,188298
181474,188476
181474,184098
181474,184314
181474,184098
181474,188476
181474,184101
181474,184314
181474,188255
181474,184101
181474,188255
181474,188298
181822,188433
181822,188352
181822,184128
181822,184187
181822,184187
181822,184268
181822,184268
181822,184128
181822,188352
181822,188433
182100,206491
182100,206491
182100,206491
182100,207608
182100,207608
182100,202681
182100,207608
182100,202681
182100,202681
182213,186287
182213,132233
182213,202380
182213,181307
182213,181684
182213,181684
182213,186287
182213,181307
182213,202380
182213,132233
182268,184071
182268,188361
182268,184268
182268,188387
182268,184071
182268,184187
182268,184187
182268,188425
182268,188425
182268,184268
182268,188379
182268,188387
182268,188361
182268,188379
182381,167037
182381,168823
182381,116572
182381,168769
182381,111830
182381,129011
182381,129011
182381,167037
182381,168769
182381,168823
182381,111830
182381,116572
182811,112941
182811,112941
182811,112941
182811,112941
182811,113093
182811,112941
182811,113093
182811,112941
182831,184322
182831,184144
182831,184322
182831,184331
182831,184331
182831,184144
182831,184250
182831,184250
182836,100544
182836,140201
182836,100544
182836,100544
182836,100544
182836,100544
182836,100544
182836,194221
182836,140201
182846,186384
182846,186805
182846,202380
182846,186384
182846,186805
182846,202363
182846,202363
182846,202380
182963,188344
182963,188336
182963,188336
182963,188310
182963,188344
182963,188310
182963,188441
182963,188441
182973,188328
182973,184136
182973,188298
182973,184110
182973,184071
182973,184136
182973,184071
182973,184900
182973,188328
182973,184110
182973,184900
182973,188298
183241,100544
183241,100544
183241,100544
183241,205311
183241,101419
183241,100544
183241,100544
183241,101419
183241,205311
183241,100544
183241,205311
183241,205311
183241,101419
183657,105881
183657,113051
183657,105881
183657,125172
183657,113107
183657,113107
183657,113051
183657,125172
183657,113051
183657,113115
183657,113115
183657,137553
183657,137553
184304,186210
184304,186295
184304,181862
184304,181242
184304,181862
184304,186295
184304,181242
184304,186210
184486,188255
184486,188344
184486,188310
184486,184063
184486,188336
184486,188344
184486,188310
184486,188336
184486,184063
184486,188255
184486,188328
184486,188328
184708,186317
184708,186317
184708,181242
184708,181242
184708,181650
184708,181650
184708,186201
184708,186201
185017,139122
185017,139122
185017,139343
185017,150649
185017,205311
185017,139173
185017,150649
185017,205311
185017,205311
185017,139173
185017,139343
185017,205311
185402,188239
185402,184276
185402,188387
185402,184063
185402,188239
185402,188441
185402,184187
185402,184276
185402,188379
185402,188379
185402,184063
185402,184187
185402,188387
185402,188441
185836,184021
185836,186236
185836,202134
185836,186040
185836,186236
185836,184021
185836,186040
185836,202134
185992,184322
185992,188361
185992,188425
185992,184152
185992,188361
185992,188425
185992,184322
185992,184144
185992,184152
185992,184365
185992,184721
185992,184144
185992,184365
185992,184721
186099,172448
186099,179671
186099,172448
186099,172448
186099,172448
186099,179671
186099,179671
186099,172448
186099,172448
186099,179671
186099,172448
186099,172448
186099,172448
186099,172448
186099,179671
186134,186279
186134,186295
186134,181650
186134,181650
186134,186261
186134,186279
186134,186261
186134,186295
186155,102415
186155,102512
186155,102512
186155,195413
186155,102512
186155,195413
186155,102512
186155,102512
186155,102415
186155,102512
186155,102415
186155,102512
186340,102512
186340,102512
186340,102512
186340,101141
186340,102512
186340,102512
186340,101141
186340,102512
186340,102512
186389,184365
186389,188255
186389,188255
186389,184276
186389,184276
186389,188328
186389,188361
186389,188361
186389,184365
186389,188441
186389,188328
186389,184128
186389,188441
186389,184128
186415,102415
186415,186279
186415,193691
186415,193691
186415,102415
186415,132012
186415,102415
186415,132012
186415,145971
186415,186279
186415,193691
186779,113051
186779,118028
186779,113051
186779,113051
186779,113093
186779,113093
186779,123846
186779,123846
186779,118028
186780,113051
186780,118028
186780,113051
186780,113051
186780,123846
186780,123846
186780,113093
186780,113093
186780,118028
188512,113018
188512,184021
188512,186279
188512,113018
188512,186279
188512,181129
188512,181129
188512,184021
189469,186791
189469,186201
189469,186180
189469,186180
189469,186791
189469,181307
189469,181307
189469,186201
189469,202339
190120,206512
190120,206512
190120,201405
190120,206504
190120,201448
190120,201405
190120,206504
190120,201448
190120,206504
190120,201405
190120,201448
190120,206512
190222,206491
190222,206491
190222,207608
190222,207624
190222,206491
190222,207624
190222,207608
190222,207608
190222,207624
190461,128554
190461,193691
190461,193691
190461,128554
190461,193691
190461,193712
190461,101141
190461,101141
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190603,209201
190664,175170
190664,175200
190664,175293
190664,175170
190664,175200
190664,175293
190664,179655
190664,179655
190717,102415
190717,102512
190717,102512
190717,102512
190717,102415
190717,102512
190717,168033
190717,102415
190717,102512
190717,102512
190717,102512
190717,168033
190717,168033
191082,172448
191082,172448
191082,172448
191082,179671
191082,172448
191082,179671
191082,172448
191082,172448
191082,172448
191082,172448
191082,179671
191082,179671
191082,172448
191082,172448
191082,179671
191096,181102
191096,202363
191096,132233
191096,202126
191096,202363
191096,181102
191096,132233
191096,202126
191365,100986
191365,100986
191365,118036
191365,115762
191365,115045
191365,115045
191365,115762
191365,115762
191514,181137
191514,181684
191514,181684
191514,181722
191514,184080
191514,184080
191514,184691
191514,181137
191514,181722
191514,184691
191514,186716
191514,186716
191579,102415
191579,193691
191579,193691
191579,102415
191579,193691
191579,102415
191579,175013
191579,175013
191608,184209
191608,184161
191608,184209
191608,188247
191608,184161
191608,184462
191608,188247
191608,184233
191608,184233
191608,184462
192380,107603
192380,107603
192380,135011
192380,107603
192380,175013
192380,175013
192380,107603
192380,107603
192407,186317
192407,181650
192407,186244
192407,186317
192407,181650
192407,186759
192407,186244
192407,186759
192517,181641
192517,186244
192517,186295
192517,186716
192517,186244
192517,181641
192517,186716
192517,186295
192842,170861
192842,170887
192842,170879
192842,170879
192842,170895
192842,170895
192842,180483
192842,170976
192842,170861
192842,170976
192985,145998
192985,147397
192985,140082
192985,145874
192985,147397
192985,141089
192985,145998
192985,140082
192985,145874
193330,184331
193330,188395
193330,184071
193330,184071
193330,188395
193330,184896
193330,184896
193330,184331
193386,100544
193386,100544
193386,139408
193386,100544
193386,139173
193386,100544
193386,101419
193386,101419
193386,100544
193386,100544
193386,101419
193386,150649
193386,150649
193386,139173
193386,139408
193750,172391
193750,172391
193750,172391
193750,172391
193750,172391
193750,179671
193750,172391
193750,172391
193750,172391
193750,172391
193750,172391
193750,179671
193750,179671
193750,179671
193750,179671
193843,137553
193843,134465
193843,134465
193843,184799
193843,185035
193843,185035
193843,188336
193843,137553
193843,184039
193843,184039
193843,184799
193843,188336
194113,134627
194113,150649
194113,134627
194113,134627
194113,192015
194113,134627
194113,134627
194113,145971
194113,150649
194113,194221
194256,116394
194256,116394
194256,117536
194256,168769
194256,117536
194256,168769
194256,113417
194256,113417
194379,172391
194379,179671
194379,172391
194379,172391
194379,172391
194379,172391
194379,179671
194379,179671
194379,172391
194379,172391
194379,172391
194379,172391
194379,179671
194379,179671
194379,172391
196068,112941
196068,112941
196068,112941
196068,142328
196068,142328
196068,112941
196068,112941
196068,112941
196552,118010
196552,113093
196552,113476
196552,113093
196552,113476
196552,113476
196552,118001
196552,118001
196554,113476
196554,113093
196554,113093
196554,113476
196554,113476
196554,118001
196554,118010
196554,118001
196690,119482
196690,195413
196690,120669
196690,120669
196690,195413
196690,119466
196690,119482
196690,118991
196690,118991
196690,195341
